Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA,AAPL spanTwelveEMA,AAPL spanTwntySixEMA,AAPL_x,AAPL_y
AAPL,2021-12-29,179.33,179.91,179.25,179.61,637564,179.61,175.49112752813676,170.77813714979237,4.7129903783443865,4.709051192127769
AAPL,2021-12-28,180.16,180.43,179.71,179.83,1033152,179.83,174.7422416241616,170.07158812177576,4.670653502385846,4.708066395573614
AAPL,2021-12-27,177.09,177.76,177.07,177.7,1131393,177.7,173.81719464673645,169.2909151715178,4.526279475218615,4.717419618870556
AAPL,2021-12-27,177.09,177.76,177.07,177.7,1131393,177.7,173.11123003705214,168.61818838523925,4.493041651812888,4.765204654783535
AAPL,2021-12-23,175.82,176.05,175.4,175.515,1061997,175.515,172.2769082256071,167.8916434560584,4.385264769548684,4.8332454055261955
AAPL,2021-12-22,172.93,173.58,172.93,173.54,1239455,173.54,171.6881642666266,167.28177493254307,4.406389334083514,4.9452405645205735
AAPL,2021-12-21,171.55,172.28,171.12,171.45,1298477,171.45,171.3514668605587,166.78111692714654,4.57034993341216,5.079953372129839
AAPL,2021-12-20,168.28,168.47,167.46,168.1599,2012088,168.1599,171.33355174429664,166.40760628131827,4.925945462978376,5.207354231809258
AAPL,2021-12-17,169.93,170.6,169.69,170.1908,12125773,170.1908,171.91057933416874,166.26742278382375,5.643156550344997,5.277706424016978
AAPL,2021-12-16,179.28,179.5,178.7,178.927,1962481,178.927,172.22326648583578,165.95355260652966,6.269713879306124,5.186343892434973
AAPL,2021-12-15,175.11,175.68,174.86,175.649,1382350,175.649,171.00440584689682,164.91567681505202,6.088729031844792,4.915501395717184
AAPL,2021-12-14,175.28,175.72,174.71,175.675,1942426,175.675,170.15993418269625,164.0570109602562,6.10292322244004,4.622194486685282
AAPL,2021-12-13,181.14,181.5,180.75,181.48,2323992,181.48,169.15719494318648,163.1275718370767,6.029623106109796,4.252012302746592
AAPL,2021-12-10,175.25,176.03,175.14,175.71,1365558,175.71,166.91668493285675,161.65937758404283,5.257307348813924,3.807609601905791
AAPL,2021-12-09,174.9,175.43,174.55,175.3901,1731908,175.3901,165.31790037519437,160.53532779076627,4.782572584428095,3.4451851651787573
AAPL,2021-12-08,172.08,172.27,171.435,171.46,1437469,171.46,163.48659135250242,159.34694601402757,4.13964533847485,3.1108383103664226
AAPL,2021-12-07,169.06,169.13,168.34,168.655,1822079,168.655,162.03688068932104,158.37790169514977,3.658978994171264,2.853636553339316
AAPL,2021-12-06,164.32,165.44,164.28,165.439,1995618,165.439,160.8335862691976,157.55573383076177,3.2778524384358434,2.6523009431313285
AAPL,2021-12-03,164.01,164.1,163.41,163.65,1204370,163.65,159.99623831814264,156.9250725372227,3.071165780919955,2.4959130693051996
AAPL,2021-12-02,158.74,159.4667,157.8,159.43,3924258,159.43,159.33191801235037,156.3870783402005,2.944839672149868,2.3520998914015103
AAPL,2021-12-01,167.46,167.73,166.67,167.07,2198044,167.07,159.3140849236868,156.14364460741655,3.170440316270259,2.2039149462144207
AAPL,2021-11-30,159.99,160.33,159.92,160.2301,1312675,160.2301,157.9039185461753,155.26953617600986,2.63438237016544,1.9622836037004612
AAPL,2021-11-29,159.37,159.84,159.23,159.805,1919819,159.805,157.4809764636617,154.87269107009064,2.608285393571066,1.7942589120842163
AAPL,2021-11-26,159.565,159.97,159.3,159.97,1418109,159.97,157.058426729782,154.4781063556979,2.580320374084124,1.5907522917125039
AAPL,2021-11-26,159.565,159.97,159.3,159.97,1418109,159.97,156.52904977156058,154.03875486415373,2.490294907406849,1.3433602711195987
AAPL,2021-11-24,160.75,161.36,160.57,161.34,1063108,161.34,155.9034224572989,153.56425525328603,2.3391672040128526,1.056626612047786
AAPL,2021-11-23,161.12,161.54,160.86,161.47,1606662,161.47,154.9149538131714,152.9421956735489,1.9727581396224991,0.7359914640565195
AAPL,2021-11-22,161.68,162.5,161.63,162.45,2141714,162.45,153.723127233748,152.25997132743282,1.4631559063151656,0.42679979516502453
AAPL,2021-11-19,157.64,157.87,157.21,157.25,5115208,157.25,152.13642309442946,151.44476903362744,0.6916540608020227,0.16771076737748927
AAPL,2021-11-18,153.65,153.95,153.52,153.53,1179857,153.53,151.20668183887116,150.98035055631763,0.2263312825535308,0.0367249440213559
AAPL,2021-11-17,150.99,151.69,150.99,151.62,1243338,151.62,150.78426035502957,150.77637860082305,0.0078817542065223,-0.010676640611687846
AAPL,2021-11-16,149.93,150.04,149.79,149.82,872020,149.82,150.63230769230768,150.70888888888888,-0.076581196581202,-0.015316239316240399
AAPL,2021-11-15,150.33,150.8,150.29,150.78,1037102,150.78,150.78,150.78,0.0,0.0
